SENTIMENT,TWEET;
-1,Apa ada gangguan dgn no indihome ini 162220201407 ? Saya tidak bisa menggunakannya internet @IndiHomeCare
-1,@KompasTV Elon musk udah di entertainment malah ngasi produk yg bs bikin mlempem Indihome dan provider internet lain. Starlink dijamin kedepan akan kompetitif harga. Kwalitas ga usah ditanya. Lucunya pejabat indo yg salah langkah
-1,@IndiHome minnnn kenapaaa wifi ku gada internet min padahal baru aja td malam bayar
-1,@IndiHomeCare kak indihome saya kok ga bs internet nya. Bs tolong di cek ada kendala apa ya
-1,Baru juga dibayar eh gak dikasih main internet. Indihome... Indihome.
-1,@IndiHomeCare hallo min saya udh bayar indihome tp kenapa tida ada koneksi internet ya?
-1,@IndiHomeCare gimana gimana? ditunggu? kalo telat bayar tagihan indihome bakal nunggu ga buat mutus koneksi? gapernah kan ya? ini ga telat bayar internet malah mati ga malu sama konsumen?
-1,@IndiHomeCare @IndiHome Tolong cek dm lagi min internet udh kaya jaring iwak
-1,@gatausiapaaku @IndiHome @IndiHomeCare ganti aja internet nya mbak el
-1,@indihome apa yang terjadi sama internet saya? ping gak stabil sudah restart berulang-ulang masih sama aja tolong solusi saya butuh.
-1,Min cek dm dong internet los nih @IndiHome @IndiHomeCare
-1,internet mahal tp ampas apa hayo? ya ente lah @IndiHomeCare @IndiHome
-1,@IndiHome min untuk pemasangan internet di apartmn taman rasuna lg ada promo ga min?
-1,@IndiHome haloo apakah ada gangguan internet untuk wilayah medan? Langganan 50 mbps dapetnya cuman 6 mbps
-1,@galihx @IndiHome Keamanan data dan proteksi produk Internet dalam negeri itu yg jadi pemikiran Masalah kantor itu kan sudah ada commitment fee.. Manchester City lagi juara ini Arsenal ya begitula~
-1,@galihx @IndiHome Sasarannya daerah terpencil yang ga ada jaringan kabel fiber optik kang Internet Satelit https://t.co/XMMYxVCSpM Data.. mining data dah amrik di Indo
-1,@sudrajatnf @elonmusk @Starlink Inimah internet satelit indihome internet kabel kalau udah kecapai internet kabel gak perlu pakai internet satelit yg ditujukan untuk daerah 3T
-1,indihome first media dan provider internet lain ketar-ketir melihat ini
-1,first IndiHome now this... I need to go off the internet for a bit
-1,Butuh Internet kencang? Harga terjangkau? Pakai #IndiHome aja Biaya awal dari 50-Gratis biaya awal Ayo pasang sekarang juga! #TelkomMothersDay #Internet #Promo https://t.co/amA6ZUkSeh
-1,@aggano Bikin kesel ya Kak Aga IndiHome dan Telkomselnya gak bisa akses internet. Yuk infoin Nomor HP Lokasi detail (min. s.d Kelurahan) Tanggal waktu kejadian Nomor lain yang berkendala sama jika ada nomor internet atas nama via DM biar dibantu cek serta
-1,Buruan pasang! 50mbps GRATIS biaya awal loh Untuk info lebih lengkap klik link WhatsApp dibio ya. #Promo #Internet #IndiHome #TelkomIndonesia https://t.co/jfPxa78WVo
-1,@Telkomsel Pagi kak waktu hari senin saya sudah mengajukan perpindahan alamat indihome tapi sampai sekarang teknisinya belum ada yang kerumah. Tolong dibantu saya butuh internet :)
-1,Yayuk sang pemasok dompet. minta maaf lak hubunganmu mbek ragel pernah tak tolak mentah2 soale kalian berdua tuh gajelas putus nyambung koyok internet indihome tpi makin kesini aku makin setuju skrg aku tau knp ragel mempertahankan kamu. Enak klo curhat bocor ga ya https://t.co/OCGfbSindx
-1,ini bener kok starlink memang lebih murah dari provider internet indonesia jauh lebih murah dari indihome biznet iconnet dll dg kecepatan yg sama. opung luhut memang benar judul klik bait catatan dg kecepatan yg sama. bukan berarti jg terjangkau untuk semua
-1,@afxdl_ Aku dulu kek gini juga trs2an terhubung tnpa internet. trs dm indihome nanti ada org kerumah buat benerin alhamdulillah aman smpe skrg
-1,@catlover17081 @CNNIndonesia Yg lebih urgent itu nurunin tarif internet kabel (inet wifi). Di Vietnam tarif koneksi 250 Mbps cuma 140rb bahkan di Thailand tarif koneksi 1 Gbps cuma 307rb. Bandingin aja dgn tarif Indihome. https://t.co/YUg1NingPH
-1,@hwangchoco20 oalaah pake vpn pantes gak bisa kena internet positif indihome
1,@myXL Sudah beli paket xl setahun apr 2024 - mar 2025 dari minggu lalu ngadat. Internet tidak bisa pakai. Kalau pake wifi indihome bisa. Tolong dibalas email japri saya.
1,Dari rumah aja bisa ngerasaain hiburan baru pake Indihome kasih paket Movie #BeritaBUMN #Kabarhariini #BUMN #TelkomIndonesia #Telkom #ElevatingYourFuture #KabarBUMN #ErickThohir #Telkom #Telkomsel #indihome #Internet #wifi #film #nontonfilm #movie #PemimpinTepatSolutif https://t.co/4eIZiEs7YT
-1,@fslaldy Sudah kuduga mana mungkin bisa main apex ping lancar di internet indihome tasbi paok ini
1,@tanyakanrl @IndiHomeCare @IndiHome INTERNET LO LAMA BANGET BJIRR GILIRAN NUNGGAK CEPET BANGET LO TELPONNYA
-1,Mau nanya duren sawit mati kah internet? @IndiHome
-1,@IndiHomeCare halo min.. indihome saya kok tiba2 tidak ada akses internet ya sudah 2 hari.. padahal sudah bayar dan sebelumnya tidak kenapa2.. sudah di coba restart juga routernya tapi blm bisa jg nih
-1,@RayaWietha @FortniteStatus @IndiHome If it s one of the fine internet providers here in the USA yes it s the connection.
-1,Ada aja drama hidup. Mau pasang wifi susah ga ada wifi provider yg masuk kesini fyi rumah tu kabupaten beneran. Biznet xl home indihome ga ada yg nyampe. Cuma ada 1 yang nyampe sini namanya dukodu. Pasang lah tadi akhirnya lancar dari jam 17 eh sekarang ga ada jaringan :)
-1,@fslaldy Sudah kuduga mana mungkin bisa main apex ping lancar di internet indihome tasbi paok ini
-1,ini indihome error apa bapak gue lupa bayar dah. tadi subuh masih lancar aja
1,@demameskrimm Udah lancar lagi tadi pake app nya Indihome
-1,@IndiHome ini kalian atau @kemkominfo sokide apalagi si masa beberapa website (yg gaada kaitannya sama blokir internet positif) jadi lemot sementara yang lain lancar? Liat2 di tl keknya web2 yg pake cloudflare yg kena. Gila banget kudu pake vpn atau warp 
-1,absen harian indihome layanan bosok no internet
-1,dulu pernah pengalaman kan mau pindahan rumah nah ada satu masalah yang buat aku nangis kejer berhari-hari depresi setelah kupikirin 1 bulan-an coba tebak dulu penyebabnya apa ya betul karena kalau aku pindah aku harus cabut provider internet terbagus di dunia indihome
1,seneng banget jir asli gak boong sumpah ini internet super kencang dan sangatlah stabil gila bro kalian wajib pasang indihome bro dijamin gak bakal nyesel bro sumpah gak boong percaya lah sama gw tolong kali ini aja gak bakal nyesel kalian sumpah
1,@demameskrimm Udah lancar lagi tadi pake app nya Indihome
-1,@IndiHome ini kalian atau @kemkominfo sokide apalagi si masa beberapa website (yg gaada kaitannya sama blokir internet positif) jadi lemot sementara yang lain lancar? Liat2 di tl keknya web2 yg pake cloudflare yg kena. Gila banget kudu pake vpn atau warp 
1,LinkAja Indonesia Praktis bayar tagihan IndiHome dan https://t.co/pr2cUZS62S di LinkAja. Internetan jadi lebih nyaman dan lancar. Baca informasi lebih lengkap di tautan ini ya https://t.co/qMs21d296W... Customer Service: https://t.co/6GqgbXZaRx https://t.co/XDn0VzC63W
1,Praktis bayar tagihan IndiHome dan https://t.co/sPFyNGtgM3 di LinkAja. Internetan jadi lebih nyaman dan lancar. Baca informasi lebih lengkap di tautan ini ya https://t.co/Bt1roSdnBj Customer Service: https://t.co/WVrOoo3Ddy https://t.co/tnYxFEQNq6
1,INDIHOME GO FIX UR GODDAMN INTERNET IM JUST TRYING TO TWEET????
-1,@IndiHomeCare indihome saya gaada akses internet nih min gimana ya
1,@IndiHomeCare @IndiHome Bismillah kak admin mau tanya ini proses aktivasi internet setelah pindah alamat berapa lama ya? Hari rabu sudah pemasangan router sampai sabtu tgl 11 mei belum ada internetnya @IndiHome @IndiHomeCare
-1,ini Indihome lgi bermasalah atau gimana ya? udah dri siang masih blm bisa di pake internet nya @IndiHomeCare
-1,@IndiHomeCare @soobrockstar Indihome waduh2 muke gileeeeeeee ini kenapa terhubung tanpa internet
-1,Indihome knpa internet gw trouble lg udh di reset di setting pun ttp sama. Hadeuhh https://t.co/CvXvETHa6C
-1,Indihome kok gangguan ya? Terhubung tanpa internet terus dari tadi Ada yang sama kah? @IndiHomeCare
-1,@chocoohzlnt @IndiHome @IndiHomeCare @chocoohzlnt Hi Sobat. Mimin bantu cek kondisi jaringannya. Yuk infokan nomor internet atas nama dan alamat lengkap melalui DM ya. Ditunggu inacformasinya. -Zayn
-1,Indihome kocak tiba2 internet mati
-1,Dari tadi sore 15.00 ini sudah 22.07. Belum bisa internet. Piye iki. @IndiHomeCare @IndiHome https://t.co/ZZw79EAR8A
-1,Gotta fix your internet connection for real man @IndiHome @Telkomsel I m about to lose my mind here.
-1,Indihome bulan kemarin hampir tiap hari ini awal bulan abis di bayar juga gak ada perubahan malah lebih parah . Internet lemot malah jaringan ilang-ilang . @IndiHomeCare https://t.co/f2VydmhHn2
1,@azwaand @faatharryy @fachrezairiawan @gamajeje @ryanurzha Hah serius saya pake paket internet 20mbps + tv 370an. Ini udh upgrade promo karena di tlp orang indihome. sebelumnya 10mbps 300rb
-1,Indihome ku terhubung tanpa internet kenapa ya? @IndiHomeCare @IndiHome
1,@tempurung_kuda @rhapsodixx Itu bagus cuma beda speed download sama upload hampir seimbang untuk latensi 2 itu sudah luar biasa bagus latensi itu timbal balik user kita ke server internet. Starlink dari satelit kalo untuk Indihome biznet itu dari kabel fi
1,Market internet FBB kita peringkat 1 di AsTeng &amp; 4 di dunia. Knp TLKM-Indihome malah pilih strategi tarif mahal &amp; margin tinggi? Ini super duper konyol ! Alhasil peringkat speed &amp; penetrasi kita plg rendah dari 7 negara ASEAN ! @jokowi @erickthohir @prabowo @gibran_tweet https://t.co/bxvwj58Cau
-1,He iki indihome buangsat seh cok ket wingi mati loh asuu. Gaonok kompensasie pisan cok lek trouble tapi lek telat bayar langsung di putus Internet matamu picekkk jancokk indihome taek
-1,Gak terasa udah 3 bulan dengan kondisi internet Indihome sampah dengan Upload Speed yang sampah juga
-1,pusing ini ga ke fix fix. Bug lobby doang. Findingnya jadi lama kalaupun dapat kelempar ke hongkong/mumbai. In game lancar. capeeeeeeeeeeeeeeee indihome https://t.co/AGg4QjCSH4
-1,Indihome kenapa sih sinyalnya akhir2 ini kacau banget??? Padahal bayar lancar tapi sinyalnya ampun deh. Tapi kalo kita telat bayar sehari aja langsung diputus sinyal jadi ga bisa dipake.
-1,Indihome akhir bulan lancar hanyalah tahayul
-1,indihome sekarang kenapa kalo loading tuh lama bgt tapi nonton yt/live lancar aja
-1,@IndiHomeCare kak ini indihome kenapa no internet connection :) baru awal bulan
-1,Tetiba indihome no internet pdhl masih pagi &amp; butuh wifi
-1,Plis indihome area jawa timur apakah gangguan? No internet soalnya :) @IndiHomeCare
-1,Indihome tolong cepet diperbaiki lagi perlu2nya internet wkwk
-1,P IndiHome napa ga ada internet? Mohon kejelasan @IndiHomeCare
-1,@IndiHomeCare halo bisa sambungkan dengan call center? Ada trouble kabel indihome nyangkut truk sampai putus dan internet langsung off
-1,@IndiHome @IndiHomeCare min aku mau buka akses internet untuk port 1 dan 2. Caranya gimana? aku mau sambungkan ke pcku bih. Bantu min
1,Nih yang cari - cari #internet Unlimited tapi pengen irit! Untuk info lebih lanjut bisa hubungi WhatsApp mimin dibio ya! #Telkomsel #TelkomIndonesia #BUMN https://t.co/Aan44FSks3
-1,Saran provider internet rumah selain indihome dong ges mnc apa bagus ye?
1,@thebaileysfx @BiznetHome Indihome aja walaupun banyak yg hujat tp di gw lancar jaya. 5G nya juga works. Pake repeater juga works. Ga kaya biznet udah suka gangguan 5G cuma pajangan ga bisa pake repeater.
1,@thebaileysfx @BiznetHome Indihome aja walaupun banyak yg hujat tp di gw lancar jaya. 5G nya juga works. Pake repeater juga works. Ga kaya biznet udah suka gangguan 5G cuma pajangan ga bisa pake repeater.
1,LinkAja Indonesia 52 menit ?ú Bayar tagihan IndiHome serta https://t.co/pr2cUZS62S di LinkAja yuk! Internetan jadi lebih nyaman dan lancar. Baca informasi lebih lengkap di tautan ini ya https://t.co/qMs21d296W... Customer Service: https://t.co/6GqgbXZaRx https://t.co/4CsseHOb5c
1,Bayar tagihan IndiHome serta https://t.co/sPFyNGsIWv di LinkAja yuk! Internetan jadi lebih nyaman dan lancar. Baca informasi lebih lengkap di tautan ini ya https://t.co/Bt1roScPLL Customer Service: https://t.co/WVrOoo35o0 https://t.co/zhB8dWToaE
1,LinkAja Indonesia 52 menit ?ú Bayar tagihan IndiHome serta https://t.co/pr2cUZS62S di LinkAja yuk! Internetan jadi lebih nyaman dan lancar. Baca informasi lebih lengkap di tautan ini ya https://t.co/qMs21d296W... Customer Service: https://t.co/6GqgbXZaRx https://t.co/4CsseHOb5c
1,Bayar tagihan IndiHome serta https://t.co/sPFyNGsIWv di LinkAja yuk! Internetan jadi lebih nyaman dan lancar. Baca informasi lebih lengkap di tautan ini ya https://t.co/Bt1roScPLL Customer Service: https://t.co/WVrOoo35o0 https://t.co/zhB8dWToaE
-1,@IndiHome @IndiHomeCare ini internet ngelag banget kena FUP padahal udh akhir bulan KAPAN RESET FUPNYA??????
1,@Kira3709 @jnsntee Temen Kak Kira berkendala internet IndiHome? infoin lokasi detail (Kecamatan dan Kota) yuk sama nomor Internet atas nama jumlah tagihan dan tanggal tagihan terakhir relasi dengan pemilik ke DM supaya bisa dicek dan data aman. Makasih -M
-1,indihome tolong lahh aku bayar mahal mahal koneksi nya lambat bangett. lu kalau mau tau lokasi dan no internet gua udah ada di dm dari lama gausah tanya tanya lagi @IndiHomeCare
-1,@IndiHomeCare @IndiHome ni speed internet lu yg super duper kenceng 50mbps cuma dapet 4mbps. makan tai aja provider jembut https://t.co/LpTAF7pNF5
1,mimin indihome kalo aku mau ganti paket internet + tv yang harga 288rb ke paket internet aja yang 30 mbps yang harga 280 tuh bisa gak ya? @IndiHomeCare
1,@FaktaSepakbola @GIBOLofficial Sempet mau ganti langganan Internet dr Indihome ke mnc tp alhamdulillah ga jadi
-1,@IndiHomeCare @IndiHome siang internet nya lemot lagi nih. Dibantu ya.
-1,@IndiHomeCare Kmrn teman cerita ttg wifi-nya. Provider @pln_123 lbh murah &amp; kencang. Dulu dia pake indihome @IndiHomeCare lelet tp mahal. Pas putusin dipaksa bayar 2x lipat katanya kena denda pdhl pembayaran lancar jaya. Dia gak mau bayar lah...ngapai
-1,Awal-awal indihome lancar pas bagian diagram reasoning tiba-tiba lemottt loading lama sampe error beberapa kali. Giliran waktu dah mau abis cepet lagi
1,@masked383 Iya tadi kirain Indihome gue yg bapuk eh YouTube an lancar
-1,indihome sama telegram punya masalah apaaa gabisa dipake giliran pake data lancar
1,@paruruuuuu48 @paruruuuuu48 Biar internetannya lancar lagi infoin yuk nomor HP nomor IndiHome nama lengkap waktu tanggal kejadian lokasi (kel kec kota) dan nomor lain yg berkendala sama biar dibantu cek ya :) -Nesya
-1,Min wifi-ku rto terus... kenapa ya? padahal dulu pas pake paketan indihome lancar2 aja ini baru pake 4 hari udah rto berkali2 jadi nyesel ganti ke indibiz walaupun 1:1 tapi jauh lebih lancar indihome. Tolong cek-in routerku kenapa ya? @Indibiz_ID
-1,@IndiHomeCare Indihome suka ilang an cape banget ga bisa di pake wifinya...padahal bayar mah lancar.. Kadang wifinya ada tapi ga konek ke hp kadang wifinya ilang entah kemana jaringannya. Restart modem udh tapi masih sama. Pas kesambung tapi ga ada intern
1,Semoga jaringan indihome lancar biar bisa nonton ep terakhir QOT https://t.co/BGQWJsBkfB
-1,@IndiHome @TelkomIndonesia di bantu ID 122418223659 gangguan dari Pkl 17:48 tgl 28/04/2024 hingga saat ini Pkl 19:50 internet tidak stabil lebih sering terputus sedangkan @myorbitid saya lancar. sudah restart modem dan cabut kabel lapor via my indihome ha
1,@hrdbacot Yang mau pasang wifi Indihome area Tangerang dan sekitarnya. Gaskeun bosskuh!! Demi internetan lancar dan hemat biaya rumah tangga. GRATIS BIAYA PASANG BARU!! Jangan sampe kelewat dah https://t.co/UDGNMyIv87
1,@idyllic48bola Alhamdulillah lancar terus jaringan Telkomsel dan IndiHome nya ya Kak @idyllic48bola ? Kalo ada apa apa sama Telkomsel atau IndiHome nya jangan sungkan untuk hubungi aja yaa supaya bisa segera dibantu -Sari
1,@novalkomik @mildandaru Sebagian user bisa ngakalin masalah ini dengan cara ganti ISP/network Alhamdulillah di rumah gw selama Timnas Indonesia main Vision+ lancar baik pakai jaringan IndiHome maupun Telkomsel
-1,fuck indihome U BETTER BE LANCAR PAS GUE PRESENTASI BESOK
1,@rumit_ya Putry bantu yaa biar koneksi IndiHome dan Telkomsel nya lancar. Kak Dhany lokasinya di mana? -Putry
-1,@IndiHomeCare tolong dong min koneksi indihome saya ga lancar padahal udah coba restart modem
-1,@IndiHomeCare @IndiHome wifiku lemot gabisa konek internet
-1,@rakaramadanii @pln_123 @jokowi @erickthohir @KemenBUMN @KemensetnegRI @setkabgoid @ganjarpranowo Betul waktu itu kabel internet yang berjubel dibawahnya penyebab kebakarannya. Nggak tau ya sampe kapan pemerintah atau operator internet mau memperhatikan k
1,@IndiHomeCare min numpang tanya untuk sales indihome terdekat di daerah kebon pala halim dimana ya? saya mau pemasangan internet
-1,@IndiHomeCare hallo indihome ini kenapa internet tidak bisa di akses terus
-1,@patrronuss Indihome ku juga tidak ada koneksi internet tiba2
1,Open semua yaaaw Diskon tagihan 7% untuk pln pdam bpjs indihome dll Promo token listrik Kuota internet Pulsa #zonauang https://t.co/CLl3r5s3y8
-1,CS indihome itu orang paham internet g sih? Gw minta di aktifin dan kasih akses internet ke port Ethernet selain port 3 malah di aktifin doang portnya g di kasih akses internet buat apa coba?
-1,Sus bgt teknisi indihome kekeuh mau cek internet di rumah karena katanya ada gangguan sinyal..org ini normal2 aja dan biasanya jg kalo gangguan trus laporan baru dtg..udh ditolak masih mau ke rumah buat mastiin..kan aneh ya
-1,@majorityash6 @majorityash6 Syukurlah Kak. Semoga jaringannya lancar terus Kakak gunakan ya. Jangan sungkan konfirmasi kembali jika ada yang ditanyakan seputar Telkomsel dan IndiHome nya ya. Kami selalu siap membantu :) -Rai
-1,Halo @IndiHome @IndiHomeCare jaringan internetnya kok lambat sekali ya. Sudah sempat restart modem dan lepas-pasang kabel FO. Sebentar lancar abis itu lemot lagi.
-1,sh nyebelin bgt nih indihome giliran foto gamau keload tp ngetweet lancar
-1,masih pagi indihome cari gara gara bjir bayar lancar jaringan jelek!!
-1,@_28_Gi hmm.. berarti indihome tapi yg lain lancar kwkw
-1,Indihome sinyalnya lagi jelek banget apa gmna ya bapak aku nonton yt lancar sih aku buka twitter lemot banget.
1,@IndiHomeCare eh waduh jangan cedih ka bercanda kok aku sayang indihome makasi udah hidup jaringannya dah lancar ngeleg aj tdi bentaran
-1,Indihome saya kenapa ya ka sinyalnya ga stabil terus indihome pacar saya lancar lancar aja @IndiHomeCare
-1,Terlepas dari semuanya down tri gua lebih lancar dari tsel indihome
-1,Nerbener dah wifi gue diganti org rumah org mah upgrade ini malah downgrade sial. Indihome gue lancar jaya terus malah diganti yg lain trus mbps nya makin kecil. Iya murah tapi ini baru 4 device aja dah lolaaaa. Emosiiiii
1,@tokkiescart Jangan khawatir Kak Kiano bisa bantuin biar jaringan Telkomsel dan IndiHome Kakak lancar lagi ya lokasinya ada dimana nih Kak? -Kiano
1,@aycelhyin indihome emng agak agak kemaren di aku juga kek gtu gak tw hari ini tumben banget lancar
1,Bingung pilih wifi yang lancar buat streaming/main game Firstmedia atau Indihome? Biznet full :(
-1,Indihome anehhhh bayar lancar sinyal ambyar
-1,@IndiHomeCare indihome coba cek DM tadi sudah dibantu dan lancar tapi cuma sebentar dan sekarang kembali seperti tadi no internet
1,@ubsansfess aku make indihome perbulan ga nyampe 200k lancar lancar aja sejauh ini
-1,Indihome knp sering bgt LOS ya akhir2 ini... Lancar-LOS-lancar lg-LOS lg gitu trs dlm sehari
1,@medokmen @IndiHome Mbengi streamingan westham lancar ora?
-1,@IndiHomeCare @IndiHome benerin jaringan lu masa lebih lancar pake data drpd pake wifi. aneh
1,Masa gak mau main game makin lancar? Biar berasa kaya lagi di arena bermain aslinya mending langganan Paket Gamer IndiHome langganan sekarang juga di https://t.co/o9oeymjnCr. #IndiHomebyTelkomsel #DariRumahTanpaBatas https://t.co/i6vfJ3wRHB
1,@pensisruSMATN Terima kasih @IndiHome @Telkomsel @pln_123 yg sudah fully support dalam menjaga performa internet dan ketersediaan listrik sehingga ujian PENSISRU hari pertama semuanya lancar. Mudah-mudahan besok pagi ujian hari kedua bisa lancar jaya.
-1,@IndiHome tolong kenapa wiFinya ga lancar woi
-1,@NanamiChia13RP Benerin tuh min areanya dia biar lancar kerjanya @IndiHomeCare @IndiHome
1,@haerykyudiw indihome aku lancar sentosa
1,Mau buat hari Kamu lebih seru dengan hiburan serta internet lancar dan cepat ? Paket Jitu 1 yang akan buat hiburan di rumah makin seru dengan internet Up To 100 Mbps dengan harga Rp 425.000/bulan. Yuk nikmati keseruan kamu melalui https://t.co/ho84bbt9Os sekarang. #IndiHome https://t.co/38m3XqT2jo
1,@sagepawy Tenang Kak. Sini aku bantuin biar lancar lagi IndiHome dan Telkomsel nya Btw lokasinya dimana kak ? -Eri
1,@Mnejing30 @Harada_TEKKEN Gue myrep lancar main di ranked mode pun aman ping paling cepet bisa cuma belasan Yang pasti sesama myrep paling lancar ke indihome baru agak ngaco
1,@kegblgnunfaedh Aku pake indihome 50mbps aja udah bersyukur kerjaan lancar Udh tergolong WOW dikampung mengingat bnyk yg blm pake wifi atau kalau pasang rata?ı 10 atau 20 mbps
1,@kegblgnunfaedh anehnya aku maen CSGO stiap jam 11 mlm ping rata2 dibawah 10. lancar jaya ntah kenapa selalu lbh baik pingnya dr negara2 lainƒ?‹? paket pake Indihome yg Gamer HSI 20MBpS saja. dari 2020 (skr jd indibiz) ntn utube 1080 lancar jaya netflix
-1,@IndiHomeCare @IndiHome Ya pokoknya asal ga loss loss lagi min gmna yg penting lancar aja taunya sy
-1,@IndiHomeCare min sy ngeluhinnya pake provider speedforce bukan indihome sebelumnya pake indihome dan lancar aja
-1,Astagfirullah bisa gk sih indihome tu lancar jaya sebulan penuh. Tiap bulan ada aja masalahnya gk bisa apa dalem sebulan aku gk nelpon mereka karena indihome jaringannya lelet. Rugi bgt ini mh udh byr biaya wifi tp masih harus isi kuota buat bisa lancar internetan di rumah
1,@tanyarlfes Kalau aku pribadi lebih murah pake wifi pake indihome lancar jaya tagihan sebulan 250k udah Hp 5biji sama Smart Tv 2biji gapake lemot‹?
1,@SuryaPelloh Indihome sur ak pake yg telkom lancar jaya abadi tentram
1,@nctzenbase pake laptop dan wifi Indihome aman2 aja lancar jg
1,Kok pada ngelug lag sih(?) gue lancar jaya nihh indihome + telkomsel
-1,indihome ni kenapa ya makin buruk kualitas jaringannya. padahal bayar juga lancar. apa perlu ganti ke yg lain?
1,@sunkknoo Sini Kak Cee biar dibantu lancar koneksi Telkomsel dan IndiHome nya. Kakak lokasinya di daerah mana? -Putry
1,@zan_rr Mantaap.. Thanks ya kak Fauzan udah setia bareng Telkomsel dan IndiHome. Aku ikut seneng deh kalo jaringannya lancar jaya. -Eri
1,@Muhayya__ @IndiHome @Telkomsel Setuju udah gitu jarang banget trouble internetan lancar jaya mana hemat banget lagi #EksplorasiDariRumah #IndiHomebyTelkomsel #IndiHomeBerbagiRezeki
1,@IndiHomeCare @chikiajadong belum ada keluhan Neira.. IndiHome selama ini lancar2 aja.. stabil.. IndiHome TV juga sangat menghibur.. Terima kasih supportnya.. Sukses selalu.. https://t.co/0kZQhu21kF
1,@sedangmerindu_ Huhu maaf ya kak Samsudin Salah satu penyebab koneksi tidak stabil adalah banyak device terhubung. Buat dicek maksimal yuk infoin nomor IndiHome atas nama dan alamat ke DM. -Nabil
-1,indihome kontol indihome kontol router bgst make kabel LAN pun ga tetep ga stabil bgst
-1,indihome tolong coba cek dm nya ini si udh kelewatan RTO ga stabil tiba tiba general failure mau nya apa si dari tadi siang begini terus
-1,@T__Taya Udah dari kapan jaringan IndIHome dan Telkomsel-nya ga stabil itu Kak? -Pange
-1,@ilybudlmb @IndiHomeCare @ilybudlmb Hai Kak Ily. Maaf jadi ganggu aktivitasnya Kak. Sama Frey bantu cari solusi jaringan IndiHome dan Telkomsel stabil lagi ya Kak. Kuy kirim ke DM nomor HP nomor IndiHome nama lengkap sama alamat instalasi. Tks :) -Frey
-1,@Gelora_Iman Hhmmn lokasi Kak Iman dimana ini? Infoin dulu yuk biar bisa kami bantu koneksi di nomor Telkomsel atau IndiHome nya lebih stabil -Dhea
-1,@truffletortell @IndiHome Maafin ya Kak @truffletortell :( biar sinyal stabil dan WiFi bisa internet lagi boleh DM nomor HP nomor IndiHome atas nama dan waktu tanggal kejadian biar dibantu cek ya :( -Nesya
-1,@shandyrizkyy Kalo sekarang masih berkendala kah di nomor Telkomsel atau IndiHome nya? Sinyalnya ga stabil atau hilang Kak? -Dhea
1,@IndiHome wow keren banget layanan terbarunya mau gunain layanan aja dipersusah. Hapus cache? Sudah restart hp? Sudah! Minimal stabil dlu aplikasi baru suruh migrasi https://t.co/lfmBf1u3vx
1,@kat56op tergantung daerah tapi paling cepet dan stabil biznet (agak mahal). selain indihome ada myrepublic mncplay
-1,@newfoldair @IndiHome @newfoldair Maaf Kak. Perihal kendala jaringan Telkomsel dan IndiHome gak stabil. Coba infoin dulu yuk nomor HP lokasi (kec kel kab/kota) nomor Telkomsel lain berkendala sama jika ada nomor IndiHome dan atas nama melalui DM. Biar dib
-1,Jelek bgt dah indihome w mo bayar wifi gabisa nii!! Kalo mo pindah aplikasi yaa usahain udh stabil lah ini uji coba doang!! Balikin ke apk indihome aja sih Tiap bulan ada aja masalahnya cwapeee @IndiHomeCare
-1,@dwaythirr @TelkomIndonesia @dwaythirr Maaf jadi ganggu aktivitasnya Kak. Sama Frey bantu cari solusi jaringan IndiHome dan Telkomsel stabil lagi ya Kak. Kuy kirim ke DM nomor HP nomor IndiHome nama lengkap sama alamat instalasi. Tks :) -Frey
1,Dapatkan Internet Cepat dan Stabil di Bandung dengan Indihome! Jangan biarkan aktivitas online terganggu. Pasang Indihome sekarang dan nikmati internet berkualitas! Daftar di sini: https://t.co/o6sqIDCC5C
1,Indihome Bandung: Solusi Internet untuk Era Digital! Mau internet stabil dan cepat di Bandung? Pasang baru Indihome sekarang dan rasakan perbedaannya! Daftar di sini: https://t.co/o6sqIDCC5C
1,Wujudkan Rumah Digital di Bandung dengan Indihome! Nikmati koneksi internet cepat dan stabil untuk seluruh keluarga. Pasang baru Indihome di Bandung sekarang: https://t.co/1vWpLoxVO9
1,Dapatkan akses internet cepat dan stabil untuk aktivitas sehari-hari. Daftar pemasangan baru Indihome di Bandung https://t.co/o6sqIDCC5C https://t.co/gUPy3KE9yf
1,Koneksi Internet Terbaik di Bandung Pasang baru Indihome di rumah Anda dan rasakan koneksi internet yang stabil dan cepat! Klik untuk daftar: https://t.co/o6sqIDCC5C https://t.co/gUPy3KE9yf
1,@ndeuki_ iyaa indihome sebulannya 350an stabil sih cuma sayang aja kalo jarang dirumah
-1,Ini Indihome kenapa sih hari ini tadi pagi meeting putus putus karena koneksinya gak stabil
-1,indihome sinyalnya gak stabil mulu gue muak bgt
1,@salathrie @salathrie Huhu maafin ya Kak Jira. Sama Frey bantu cari solusi jaringan IndiHome dan Telkomsel stabil lagi ya Kak. Kuy kirim ke DM nomor HP nomor IndiHome nama lengkap sama alamat instalasi. Tks :) -Frey
-1,@IndiHomeCare ini Indihome gak pernah stabil kah di daerah gua buset dah 2x dalam 2 minggu laporan internet gak stabil Gua gak ngerti cuman coba itu di kabel utama di tiang eror apa putus kali astagaaa. Ganti provider wifi nih lama anjinglah
-1,@IndiHomeCare Cek dm.. Kasus sdh berulang sejak 9 agustus 2024. Udh 2 bulan indihome gak stabil koneksinya
